"","user_pk","domain_numeric","calendar_month","ncases_touched","prev_ncases_touched","active_months","months_on_cc"
"8206",3377,76,2014-08-01,20,4,12,12
"8207",3377,76,2014-09-01,23,20,12,12
"8208",3377,76,2014-10-01,20,23,12,12
"8209",3379,76,2014-03-01,31,19,12,15
"8210",3379,76,2014-04-01,13,31,12,15
"8211",3379,76,2014-05-01,3,13,12,15
"8213",3379,76,2014-10-01,38,10,12,15
"8216",3382,76,2014-04-01,15,29,9,12
"8217",3382,76,2014-05-01,15,15,9,12
"8218",3382,76,2014-06-01,8,15,9,12
"8219",3382,76,2014-07-01,6,8,9,12
"8220",3382,76,2014-08-01,5,6,9,12
"8221",3382,76,2014-09-01,3,5,9,12
"8222",3382,76,2014-10-01,10,3,9,12
"8224",3383,76,2014-10-01,8,15,6,8
"8227",3384,76,2014-03-01,12,14,10,33
"8228",3384,76,2014-04-01,5,12,10,33
"8229",3384,76,2014-05-01,3,5,10,33
"8230",3384,76,2014-06-01,5,3,10,33
"8231",3384,76,2014-07-01,4,5,10,33
"8232",3384,76,2014-08-01,9,4,10,33
"8233",3384,76,2014-09-01,6,9,10,33
"8234",3385,76,2014-01-01,15,19,12,15
"8235",3385,76,2014-02-01,16,15,12,15
"8236",3385,76,2014-03-01,26,16,12,15
"8238",3385,76,2014-06-01,14,13,12,15
"8239",3385,76,2014-07-01,11,14,12,15
"8241",3385,76,2014-10-01,3,1,12,15
"8242",3386,76,2014-08-01,39,31,9,9
"8243",3386,76,2014-09-01,25,39,9,9
"8244",3386,76,2014-10-01,49,25,9,9
"8245",3387,76,2014-01-01,17,9,11,15
"8247",3387,76,2014-05-01,11,15,11,15
"8248",3387,76,2014-06-01,7,11,11,15
"8249",3387,76,2014-07-01,8,7,11,15
"8250",3387,76,2014-08-01,1,8,11,15
"8253",3390,76,2014-04-01,43,27,7,11
"8254",3390,76,2014-05-01,10,43,7,11
"8255",3390,76,2014-06-01,5,10,7,11
"8256",3393,76,2014-01-01,30,8,11,14
"8258",3393,76,2014-05-01,20,30,11,14
"8259",3393,76,2014-06-01,2,20,11,14
"8260",3393,76,2014-07-01,6,2,11,14
"8261",3393,76,2014-08-01,2,6,11,14
"8262",3393,76,2014-09-01,4,2,11,14
"8264",3394,76,2014-05-01,24,2,7,33
"8265",3394,76,2014-06-01,9,24,7,33
"8266",3394,76,2014-07-01,5,9,7,33
"8267",3394,76,2014-08-01,22,5,7,33
"8268",3394,76,2014-09-01,2,22,7,33
"8270",3395,76,2014-04-01,35,43,6,33
"8272",3395,76,2014-07-01,2,2,6,33
"8277",3396,76,2014-06-01,2,7,10,15
"8278",3396,76,2014-07-01,36,2,10,15
"8279",3396,76,2014-08-01,48,36,10,15
"8280",3396,76,2014-09-01,54,48,10,15
"8281",3396,76,2014-10-01,22,54,10,15
"8283",3397,76,2013-08-01,7,10,7,9
"8284",3398,76,2014-04-01,14,26,10,12
"8285",3398,76,2014-05-01,21,14,10,12
"8286",3398,76,2014-06-01,8,21,10,12
"8287",3398,76,2014-07-01,7,8,10,12
"8288",3398,76,2014-08-01,9,7,10,12
"8289",3398,76,2014-09-01,14,9,10,12
"8290",3398,76,2014-10-01,4,14,10,12
"8292",3399,76,2014-05-01,12,9,7,13
"8293",3399,76,2014-06-01,6,12,7,13
"8294",3399,76,2014-07-01,1,6,7,13
"8295",3399,76,2014-08-01,7,1,7,13
"8296",3400,76,2014-01-01,3,11,10,15
"8297",3400,76,2014-02-01,5,3,10,15
"8301",3400,76,2014-10-01,12,27,10,15
"8304",3401,76,2014-05-01,1,3,9,34
"8305",3401,76,2014-06-01,54,1,9,34
"8306",3401,76,2014-07-01,39,54,9,34
"8307",3401,76,2014-08-01,46,39,9,34
"8308",3401,76,2014-09-01,38,46,9,34
"8309",3401,76,2014-10-01,36,38,9,34
"8310",3402,76,2014-04-01,15,11,10,12
"8311",3402,76,2014-05-01,36,15,10,12
"8312",3402,76,2014-06-01,10,36,10,12
"8313",3402,76,2014-07-01,13,10,10,12
"8314",3402,76,2014-08-01,22,13,10,12
"8315",3402,76,2014-09-01,8,22,10,12
"8316",3402,76,2014-10-01,5,8,10,12
"8317",3405,76,2014-01-01,12,1,9,15
"8318",3405,76,2014-02-01,13,12,9,15
"8321",3405,76,2014-10-01,2,6,9,15
"8322",3406,76,2014-04-01,1,29,9,13
"8323",3406,76,2014-05-01,23,1,9,13
"8324",3406,76,2014-06-01,3,23,9,13
"8326",3406,76,2014-10-01,33,1,9,13
"8327",3407,76,2014-01-01,59,62,15,16
"8328",3407,76,2014-02-01,10,59,15,16
"8329",3407,76,2014-03-01,6,10,15,16
"8330",3407,76,2014-04-01,7,6,15,16
"8331",3407,76,2014-05-01,4,7,15,16
"8332",3407,76,2014-06-01,4,4,15,16
"8333",3407,76,2014-07-01,15,4,15,16
"8334",3407,76,2014-08-01,18,15,15,16
"8335",3407,76,2014-09-01,15,18,15,16
"8336",3407,76,2014-10-01,16,15,15,16
"8337",3408,76,2014-04-01,36,16,10,12
"8338",3408,76,2014-05-01,22,36,10,12
"8339",3408,76,2014-06-01,7,22,10,12
"8340",3408,76,2014-07-01,8,7,10,12
"8341",3408,76,2014-08-01,7,8,10,12
"8342",3408,76,2014-09-01,3,7,10,12
"8343",3408,76,2014-10-01,6,3,10,12
"8345",3409,76,2014-05-01,1,11,7,11
"8346",3409,76,2014-06-01,24,1,7,11
"8348",3409,76,2014-09-01,5,13,7,11
"8351",3410,76,2014-04-01,23,8,10,15
"8352",3410,76,2014-05-01,7,23,10,15
"8354",3410,76,2014-08-01,12,18,10,15
"8355",3410,76,2014-09-01,1,12,10,15
"8356",3410,76,2014-10-01,4,1,10,15
"8360",3411,76,2014-10-01,8,4,8,15
"8362",3412,76,2014-03-01,18,22,10,34
"8363",3412,76,2014-04-01,17,18,10,34
"8364",3412,76,2014-05-01,33,17,10,34
"8365",3412,76,2014-06-01,32,33,10,34
"8366",3412,76,2014-07-01,16,32,10,34
"8367",3412,76,2014-08-01,2,16,10,34
"8368",3412,76,2014-09-01,20,2,10,34
"8369",3412,76,2014-10-01,16,20,10,34
"8370",3414,76,2014-04-01,22,49,9,12
"8371",3414,76,2014-05-01,51,22,9,12
"8372",3414,76,2014-06-01,25,51,9,12
"8373",3414,76,2014-07-01,28,25,9,12
"8375",3414,76,2014-10-01,34,41,9,12
"8376",3415,76,2014-01-01,6,16,9,15
"8377",3415,76,2014-02-01,11,6,9,15
"8378",3415,76,2014-03-01,1,11,9,15
"8380",3415,76,2014-10-01,2,1,9,15
"8381",3416,76,2014-04-01,7,65,9,12
"8383",3416,76,2014-07-01,25,51,9,12
"8384",3416,76,2014-08-01,15,25,9,12
"8387",3417,76,2014-05-01,37,3,8,34
"8388",3417,76,2014-06-01,7,37,8,34
"8389",3417,76,2014-07-01,2,7,8,34
"8390",3417,76,2014-08-01,2,2,8,34
"8391",3417,76,2014-09-01,25,2,8,34
"8392",3417,76,2014-10-01,5,25,8,34
"8394",3419,76,2014-06-01,21,2,8,12
"8395",3419,76,2014-07-01,7,21,8,12
"8396",3419,76,2014-08-01,1,7,8,12
"8397",3419,76,2014-09-01,6,1,8,12
"8398",3419,76,2014-10-01,7,6,8,12
"8399",3420,76,2014-04-01,34,5,11,12
"8400",3420,76,2014-05-01,51,34,11,12
"8401",3420,76,2014-06-01,33,51,11,12
"8402",3420,76,2014-07-01,35,33,11,12
"8403",3420,76,2014-08-01,27,35,11,12
"8404",3420,76,2014-09-01,17,27,11,12
"8405",3420,76,2014-10-01,15,17,11,12
"8409",3422,76,2014-04-01,40,21,9,11
"8410",3422,76,2014-05-01,17,40,9,11
"8411",3422,76,2014-06-01,11,17,9,11
"8412",3422,76,2014-07-01,24,11,9,11
"8413",3422,76,2014-08-01,17,24,9,11
"8414",3422,76,2014-09-01,3,17,9,11
"8415",3425,76,2014-01-01,48,17,12,15
"8417",3425,76,2014-04-01,24,17,12,15
"8418",3425,76,2014-05-01,47,24,12,15
"8419",3425,76,2014-06-01,14,47,12,15
"8422",3426,76,2014-01-01,5,3,10,15
"8426",3426,76,2014-10-01,11,2,10,15
"8427",3427,76,2014-05-01,29,38,9,11
"8428",3427,76,2014-06-01,3,29,9,11
"8429",3427,76,2014-07-01,6,3,9,11
"8431",3428,76,2014-04-01,8,23,7,11
"8432",3428,76,2014-05-01,4,8,7,11
"8434",3428,76,2014-08-01,1,21,7,11
"8435",3428,76,2014-09-01,1,1,7,11
"8436",3429,76,2014-09-01,5,3,7,8
"8437",3429,76,2014-10-01,2,5,7,8
"8438",3431,76,2014-01-01,26,8,8,16
"8441",3433,76,2014-04-01,7,40,9,12
"8442",3433,76,2014-05-01,10,7,9,12
"8443",3433,76,2014-06-01,6,10,9,12
"8445",3433,76,2014-09-01,4,4,9,12
"8446",3433,76,2014-10-01,6,4,9,12
"8449",3435,76,2014-05-01,18,9,9,34
"8450",3435,76,2014-06-01,23,18,9,34
"8451",3435,76,2014-07-01,30,23,9,34
"8452",3435,76,2014-08-01,8,30,9,34
"8453",3435,76,2014-09-01,9,8,9,34
"8454",3435,76,2014-10-01,22,9,9,34
"8456",3439,76,2014-04-01,7,4,8,13
"8457",3439,76,2014-05-01,31,7,8,13
"8459",3439,76,2014-08-01,5,2,8,13
"8460",3439,76,2014-09-01,3,5,8,13
"8461",3439,76,2014-10-01,7,3,8,13
"8464",3440,76,2014-03-01,2,1,8,31
"8465",3440,76,2014-04-01,3,2,8,31
"8466",3440,76,2014-05-01,3,3,8,31
"8467",3440,76,2014-06-01,7,3,8,31
"8468",3440,76,2014-07-01,1,7,8,31
"8469",3441,76,2014-04-01,23,4,10,12
"8470",3441,76,2014-05-01,20,23,10,12
"8471",3441,76,2014-06-01,2,20,10,12
"8472",3441,76,2014-07-01,54,2,10,12
"8473",3441,76,2014-08-01,50,54,10,12
"8474",3441,76,2014-09-01,24,50,10,12
"8475",3441,76,2014-10-01,27,24,10,12
"8476",3442,76,2014-04-01,16,35,10,12
"8477",3442,76,2014-05-01,11,16,10,12
"8478",3442,76,2014-06-01,5,11,10,12
"8479",3442,76,2014-07-01,10,5,10,12
"8480",3442,76,2014-08-01,4,10,10,12
"8481",3442,76,2014-09-01,2,4,10,12
"8482",3442,76,2014-10-01,6,2,10,12
"8483",3443,76,2014-04-01,36,38,11,12
"8484",3443,76,2014-05-01,10,36,11,12
"8485",3443,76,2014-06-01,13,10,11,12
"8486",3443,76,2014-07-01,19,13,11,12
"8487",3443,76,2014-08-01,4,19,11,12
"8488",3443,76,2014-09-01,17,4,11,12
"8489",3443,76,2014-10-01,16,17,11,12
"8491",3444,76,2014-05-01,19,51,8,12
"8492",3444,76,2014-06-01,17,19,8,12
"8493",3444,76,2014-07-01,29,17,8,12
"8494",3444,76,2014-08-01,16,29,8,12
"8495",3444,76,2014-09-01,6,16,8,12
"8496",3444,76,2014-10-01,8,6,8,12
"8497",3449,76,2014-09-01,46,61,7,7
"8498",3449,76,2014-10-01,44,46,7,7
"8501",3452,76,2014-05-01,18,37,9,35
"8502",3452,76,2014-06-01,47,18,9,35
"8503",3452,76,2014-07-01,3,47,9,35
"8504",3452,76,2014-08-01,7,3,9,35
"8505",3452,76,2014-09-01,13,7,9,35
"8506",3452,76,2014-10-01,17,13,9,35
"8507",3453,76,2014-07-01,15,5,7,9
"8508",3453,76,2014-08-01,5,15,7,9
"8510",3455,76,2014-03-01,25,13,9,13
"8512",3455,76,2014-07-01,15,6,9,13
"8513",3455,76,2014-08-01,19,15,9,13
"8516",3458,76,2014-02-01,19,4,10,16
"8517",3458,76,2014-03-01,1,19,10,16
"8518",3458,76,2014-04-01,5,1,10,16
"8519",3458,76,2014-05-01,11,5,10,16
"8521",3458,76,2014-10-01,13,2,10,16
"8522",3459,76,2014-01-01,19,28,11,11
"8523",3459,76,2014-02-01,14,19,11,11
"8524",3459,76,2014-03-01,4,14,11,11
"8525",3459,76,2014-04-01,8,4,11,11
"8526",3459,76,2014-05-01,12,8,11,11
"8527",3459,76,2014-06-01,8,12,11,11
"8530",3460,76,2014-04-01,27,49,12,15
"8531",3460,76,2014-05-01,33,27,12,15
"8532",3460,76,2014-06-01,25,33,12,15
"8533",3460,76,2014-07-01,26,25,12,15
"8534",3460,76,2014-08-01,17,26,12,15
"8535",3460,76,2014-09-01,21,17,12,15
"8536",3460,76,2014-10-01,21,21,12,15
"8539",3462,76,2014-03-01,12,1,10,34
"8540",3462,76,2014-04-01,29,12,10,34
"8541",3462,76,2014-05-01,16,29,10,34
"8542",3462,76,2014-06-01,8,16,10,34
"8543",3462,76,2014-07-01,6,8,10,34
"8545",3462,76,2014-10-01,4,1,10,34
"8548",3463,76,2014-03-01,12,13,6,32
"8551",3464,76,2014-09-01,21,2,6,7
"8552",3464,76,2014-10-01,8,21,6,7
"8553",3465,76,2014-04-01,33,20,11,13
"8554",3465,76,2014-05-01,48,33,11,13
"8555",3465,76,2014-06-01,56,48,11,13
"8556",3465,76,2014-07-01,40,56,11,13
"8557",3465,76,2014-08-01,28,40,11,13
"8558",3465,76,2014-09-01,33,28,11,13
"8559",3465,76,2014-10-01,59,33,11,13
"8561",3466,76,2014-03-01,56,34,12,15
"8562",3466,76,2014-04-01,17,56,12,15
"8563",3466,76,2014-05-01,19,17,12,15
"8564",3466,76,2014-06-01,19,19,12,15
"8565",3466,76,2014-07-01,20,19,12,15
"8566",3466,76,2014-08-01,14,20,12,15
"8567",3466,76,2014-09-01,13,14,12,15
"8568",3466,76,2014-10-01,11,13,12,15
"8571",3468,76,2014-03-01,15,13,11,34
"8572",3468,76,2014-04-01,10,15,11,34
"8573",3468,76,2014-05-01,16,10,11,34
"8574",3468,76,2014-06-01,16,16,11,34
"8575",3468,76,2014-07-01,18,16,11,34
"8576",3468,76,2014-08-01,5,18,11,34
"8577",3468,76,2014-09-01,2,5,11,34
"8578",3468,76,2014-10-01,3,2,11,34
"8579",3469,76,2014-04-01,8,24,7,10
"8580",3469,76,2014-05-01,15,8,7,10
"8582",3469,76,2014-08-01,2,15,7,10
"8584",3470,76,2014-06-01,25,55,7,12
"8585",3470,76,2014-07-01,25,25,7,12
"8587",3472,76,2014-06-01,1,29,9,12
"8588",3472,76,2014-07-01,8,1,9,12
"8589",3472,76,2014-08-01,6,8,9,12
"8590",3472,76,2014-09-01,12,6,9,12
"8591",3472,76,2014-10-01,10,12,9,12
"8593",3473,76,2014-03-01,5,47,10,34
"8594",3473,76,2014-04-01,34,5,10,34
"8595",3473,76,2014-05-01,28,34,10,34
"8596",3473,76,2014-06-01,32,28,10,34
"8597",3473,76,2014-07-01,19,32,10,34
"8598",3473,76,2014-08-01,48,19,10,34
"8599",3473,76,2014-09-01,12,48,10,34
"8600",3473,76,2014-10-01,42,12,10,34
"8601",3475,76,2014-04-01,26,58,9,12
"8602",3475,76,2014-05-01,14,26,9,12
"8603",3475,76,2014-06-01,13,14,9,12
"8604",3475,76,2014-07-01,16,13,9,12
"8605",3475,76,2014-08-01,11,16,9,12
"8607",3476,76,2014-05-01,4,28,8,11
"8608",3476,76,2014-06-01,3,4,8,11
"8610",3477,76,2014-01-01,5,4,13,15
"8612",3477,76,2014-04-01,4,22,13,15
"8613",3477,76,2014-05-01,23,4,13,15
"8614",3477,76,2014-06-01,18,23,13,15
"8615",3477,76,2014-07-01,13,18,13,15
"8616",3477,76,2014-08-01,13,13,13,15
"8617",3477,76,2014-09-01,21,13,13,15
"8618",3477,76,2014-10-01,16,21,13,15
"8619",3478,76,2014-01-01,61,76,10,15
"8623",3478,76,2014-09-01,5,19,10,15
"8624",3478,76,2014-10-01,9,5,10,15
"8625",3479,76,2014-01-01,60,70,14,16
"8627",3479,76,2014-04-01,10,10,14,16
"8628",3479,76,2014-05-01,11,10,14,16
"8629",3479,76,2014-06-01,11,11,14,16
"8630",3479,76,2014-07-01,5,11,14,16
"8631",3479,76,2014-08-01,1,5,14,16
"8632",3479,76,2014-09-01,21,1,14,16
"8633",3479,76,2014-10-01,3,21,14,16
"8635",3480,76,2013-12-01,2,14,12,34
"8636",3480,76,2014-01-01,63,2,12,34
"8637",3480,76,2014-02-01,54,63,12,34
"8639",3480,76,2014-05-01,23,18,12,34
"8640",3480,76,2014-06-01,14,23,12,34
"8641",3480,76,2014-07-01,23,14,12,34
"8642",3480,76,2014-08-01,19,23,12,34
"8643",3480,76,2014-09-01,22,19,12,34
"8644",3480,76,2014-10-01,21,22,12,34
"8645",3482,76,2014-10-01,20,6,6,6
"8646",3486,76,2014-04-01,47,31,11,12
"8647",3486,76,2014-05-01,36,47,11,12
"8648",3486,76,2014-06-01,10,36,11,12
"8650",3486,76,2014-09-01,30,37,11,12
"8651",3486,76,2014-10-01,19,30,11,12
"8652",3487,76,2014-01-01,26,32,15,15
"8653",3487,76,2014-02-01,29,26,15,15
"8654",3487,76,2014-03-01,18,29,15,15
"8655",3487,76,2014-04-01,13,18,15,15
"8656",3487,76,2014-05-01,18,13,15,15
"8657",3487,76,2014-06-01,14,18,15,15
"8658",3487,76,2014-07-01,14,14,15,15
"8659",3487,76,2014-08-01,19,14,15,15
"8660",3487,76,2014-09-01,15,19,15,15
"8661",3487,76,2014-10-01,12,15,15,15
"8665",3491,76,2014-04-01,1,79,11,14
"8666",3491,76,2014-05-01,26,1,11,14
"8667",3491,76,2014-06-01,1,26,11,14
"8668",3491,76,2014-07-01,8,1,11,14
"8669",3491,76,2014-08-01,5,8,11,14
"8670",3491,76,2014-09-01,6,5,11,14
"8672",3495,76,2014-05-01,6,11,6,10
"8673",3495,76,2014-06-01,8,6,6,10
"8674",3495,76,2014-07-01,1,8,6,10
"8675",3495,76,2014-08-01,2,1,6,10
"8676",3500,76,2014-04-01,5,1,9,11
"8677",3500,76,2014-05-01,36,5,9,11
"8678",3500,76,2014-06-01,20,36,9,11
"8679",3500,76,2014-07-01,20,20,9,11
"8680",3500,76,2014-08-01,1,20,9,11
"8681",3500,76,2014-09-01,3,1,9,11
"8682",3501,76,2014-04-01,18,36,9,12
"8683",3501,76,2014-05-01,12,18,9,12
"8684",3501,76,2014-06-01,5,12,9,12
"8685",3501,76,2014-07-01,1,5,9,12
"8686",3501,76,2014-08-01,16,1,9,12
"8687",3501,76,2014-09-01,4,16,9,12
"8688",3501,76,2014-10-01,13,4,9,12
"8689",3503,76,2014-01-01,1,10,12,13
"8691",3503,76,2014-04-01,1,6,12,13
"8692",3503,76,2014-05-01,8,1,12,13
"8693",3503,76,2014-06-01,14,8,12,13
"8694",3503,76,2014-07-01,50,14,12,13
"8695",3503,76,2014-08-01,32,50,12,13
"8697",3504,76,2013-12-01,4,1,12,34
"8698",3504,76,2014-01-01,3,4,12,34
"8700",3504,76,2014-04-01,9,15,12,34
"8701",3504,76,2014-05-01,8,9,12,34
"8702",3504,76,2014-06-01,24,8,12,34
"8703",3504,76,2014-07-01,17,24,12,34
"8704",3504,76,2014-08-01,1,17,12,34
"8705",3504,76,2014-09-01,12,1,12,34
"8706",3504,76,2014-10-01,22,12,12,34
"8707",3505,76,2014-04-01,19,57,9,12
"8708",3505,76,2014-05-01,39,19,9,12
"8709",3505,76,2014-06-01,18,39,9,12
"8710",3505,76,2014-07-01,23,18,9,12
"8711",3505,76,2014-08-01,15,23,9,12
"8712",3505,76,2014-09-01,13,15,9,12
"8713",3505,76,2014-10-01,35,13,9,12
"8715",3507,76,2014-10-01,9,1,7,8
"8717",3510,76,2014-03-01,21,60,12,16
"8718",3510,76,2014-04-01,17,21,12,16
"8719",3510,76,2014-05-01,39,17,12,16
"8720",3510,76,2014-06-01,26,39,12,16
"8721",3510,76,2014-07-01,12,26,12,16
"8722",3510,76,2014-08-01,7,12,12,16
"8723",3510,76,2014-09-01,19,7,12,16
"8724",3510,76,2014-10-01,25,19,12,16
"8725",3513,76,2014-04-01,31,10,10,12
"8726",3513,76,2014-05-01,16,31,10,12
"8727",3513,76,2014-06-01,17,16,10,12
"8728",3513,76,2014-07-01,6,17,10,12
"8729",3513,76,2014-08-01,12,6,10,12
"8730",3513,76,2014-09-01,10,12,10,12
"8731",3513,76,2014-10-01,4,10,10,12
"8733",3515,76,2014-04-01,1,22,11,20
"8734",3515,76,2014-05-01,4,1,11,20
"8735",3515,76,2014-06-01,16,4,11,20
"8736",3515,76,2014-07-01,1,16,11,20
"8738",3515,76,2014-10-01,9,5,11,20
"8739",3516,76,2014-08-01,4,4,8,8
"8740",3516,76,2014-09-01,6,4,8,8
"8741",3516,76,2014-10-01,7,6,8,8
"8742",3518,76,2014-03-01,41,29,10,13
"8743",3518,76,2014-04-01,24,41,10,13
"8744",3518,76,2014-05-01,20,24,10,13
"8745",3518,76,2014-06-01,27,20,10,13
"8746",3518,76,2014-07-01,14,27,10,13
"8747",3518,76,2014-08-01,26,14,10,13
"8748",3518,76,2014-09-01,12,26,10,13
"8749",3518,76,2014-10-01,28,12,10,13
"8751",3520,76,2014-05-01,10,4,8,12
"8752",3520,76,2014-06-01,11,10,8,12
"8753",3520,76,2014-07-01,5,11,8,12
"8754",3521,76,2014-09-01,31,46,7,7
"8755",3521,76,2014-10-01,27,31,7,7
"8756",3522,76,2014-07-01,6,11,9,9
"8757",3522,76,2014-08-01,10,6,9,9
"8758",3522,76,2014-09-01,14,10,9,9
"8759",3522,76,2014-10-01,1,14,9,9
"8762",3524,76,2014-02-01,51,34,12,34
"8763",3524,76,2014-03-01,1,51,12,34
"8764",3524,76,2014-04-01,8,1,12,34
"8765",3524,76,2014-05-01,16,8,12,34
"8766",3524,76,2014-06-01,17,16,12,34
"8767",3524,76,2014-07-01,19,17,12,34
"8768",3524,76,2014-08-01,3,19,12,34
"8769",3524,76,2014-09-01,16,3,12,34
"8770",3524,76,2014-10-01,18,16,12,34
"8772",3525,76,2014-04-01,4,5,11,13
"8773",3525,76,2014-05-01,18,4,11,13
"8774",3525,76,2014-06-01,13,18,11,13
"8775",3525,76,2014-07-01,3,13,11,13
"8776",3525,76,2014-08-01,11,3,11,13
"8777",3525,76,2014-09-01,7,11,11,13
"8778",3525,76,2014-10-01,9,7,11,13
"8780",3526,76,2014-03-01,12,36,9,12
"8781",3526,76,2014-04-01,2,12,9,12
"8783",3526,76,2014-07-01,1,2,9,12
"8784",3528,76,2014-03-01,5,22,6,6
"8787",3529,76,2014-03-01,9,8,10,35
"8789",3529,76,2014-06-01,35,30,10,35
"8791",3529,76,2014-09-01,2,12,10,35
"8792",3529,76,2014-10-01,3,2,10,35
"8793",3530,76,2014-01-01,12,17,9,11
"8794",3530,76,2014-02-01,17,12,9,11
"8795",3530,76,2014-03-01,17,17,9,11
"8796",3530,76,2014-04-01,6,17,9,11
"8797",3530,76,2014-05-01,7,6,9,11
"8798",3530,76,2014-06-01,4,7,9,11
"8799",3532,76,2014-03-01,4,15,8,13
"8800",3532,76,2014-04-01,21,4,8,13
"8802",3532,76,2014-07-01,2,6,8,13
"8805",3533,76,2014-04-01,2,4,10,15
"8806",3533,76,2014-05-01,3,2,10,15
"8807",3533,76,2014-06-01,7,3,10,15
"8810",3535,76,2014-09-01,29,30,7,7
"8811",3535,76,2014-10-01,28,29,7,7
"8812",3536,76,2014-04-01,48,34,11,12
"8813",3536,76,2014-05-01,45,48,11,12
"8814",3536,76,2014-06-01,40,45,11,12
"8815",3536,76,2014-07-01,23,40,11,12
"8816",3536,76,2014-08-01,36,23,11,12
"8817",3536,76,2014-09-01,9,36,11,12
"8818",3536,76,2014-10-01,6,9,11,12
"8819",3537,76,2014-04-01,22,33,9,12
"8820",3537,76,2014-05-01,25,22,9,12
"8821",3537,76,2014-06-01,8,25,9,12
"8822",3537,76,2014-07-01,26,8,9,12
"8823",3537,76,2014-08-01,17,26,9,12
"8824",3537,76,2014-09-01,7,17,9,12
"8825",3537,76,2014-10-01,17,7,9,12
"8827",3538,76,2013-12-01,1,2,11,34
"8829",3538,76,2014-04-01,26,9,11,34
"8830",3538,76,2014-05-01,11,26,11,34
"8831",3538,76,2014-06-01,9,11,11,34
"8832",3538,76,2014-07-01,21,9,11,34
"8833",3538,76,2014-08-01,6,21,11,34
"8834",3538,76,2014-09-01,5,6,11,34
"8835",3538,76,2014-10-01,14,5,11,34
"8838",3539,76,2014-06-01,12,10,6,11
"8839",3539,76,2014-07-01,13,12,6,11
"8840",3539,76,2014-08-01,5,13,6,11
"8842",3540,76,2014-08-01,93,29,6,15
"8843",3540,76,2014-09-01,54,93,6,15
"8844",3540,76,2014-10-01,53,54,6,15
"8845",3541,76,2014-04-01,27,5,11,13
"8846",3541,76,2014-05-01,20,27,11,13
"8847",3541,76,2014-06-01,10,20,11,13
"8848",3541,76,2014-07-01,28,10,11,13
"8849",3541,76,2014-08-01,44,28,11,13
"8850",3541,76,2014-09-01,13,44,11,13
"8851",3541,76,2014-10-01,13,13,11,13
"8852",3542,76,2014-04-01,10,33,10,12
"8853",3542,76,2014-05-01,29,10,10,12
"8854",3542,76,2014-06-01,18,29,10,12
"8855",3542,76,2014-07-01,4,18,10,12
"8856",3542,76,2014-08-01,7,4,10,12
"8857",3542,76,2014-09-01,4,7,10,12
"8858",3542,76,2014-10-01,7,4,10,12
"8859",3544,76,2014-04-01,16,7,9,12
"8860",3544,76,2014-05-01,11,16,9,12
"8861",3544,76,2014-06-01,38,11,9,12
"8862",3544,76,2014-07-01,32,38,9,12
"8863",3544,76,2014-08-01,34,32,9,12
"8864",3544,76,2014-09-01,36,34,9,12
"8865",3544,76,2014-10-01,42,36,9,12
"8866",3545,76,2014-07-01,20,20,7,9
"8870",3546,76,2014-03-01,5,1,12,35
"8871",3546,76,2014-04-01,3,5,12,35
"8872",3546,76,2014-05-01,8,3,12,35
"8873",3546,76,2014-06-01,12,8,12,35
"8874",3546,76,2014-07-01,9,12,12,35
"8875",3546,76,2014-08-01,15,9,12,35
"8876",3546,76,2014-09-01,6,15,12,35
"8877",3546,76,2014-10-01,16,6,12,35
"8879",3550,76,2014-04-01,4,20,7,12
"8880",3550,76,2014-05-01,30,4,7,12
"8881",3550,76,2014-06-01,10,30,7,12
"8882",3550,76,2014-07-01,2,10,7,12
"8884",3551,76,2014-04-01,13,23,9,12
"8885",3551,76,2014-05-01,24,13,9,12
"8886",3551,76,2014-06-01,13,24,9,12
"8887",3551,76,2014-07-01,5,13,9,12
"8888",3551,76,2014-08-01,6,5,9,12
"8889",3551,76,2014-09-01,6,6,9,12
"8890",3551,76,2014-10-01,1,6,9,12
"8891",3553,76,2014-04-01,10,2,7,13
"8892",3553,76,2014-05-01,7,10,7,13
"8893",3553,76,2014-06-01,1,7,7,13
"8895",3554,78,2014-08-01,31,30,9,9
"8896",3554,78,2014-09-01,27,31,9,9
"8897",3554,78,2014-10-01,35,27,9,9
"8898",3563,101,2014-08-01,5,3,8,8
"8899",3563,101,2014-09-01,4,5,8,8
"8900",3563,101,2014-10-01,2,4,8,8
"8902",3570,101,2014-01-01,3,12,8,14
"8904",3570,101,2014-05-01,17,31,8,14
"8906",3571,101,2013-11-01,1,13,12,18
"8907",3571,101,2013-12-01,11,1,12,18
"8909",3571,101,2014-05-01,5,84,12,18
"8913",3575,101,2014-08-01,8,3,7,15
"8915",3577,101,2014-01-01,4,23,12,14
"8916",3577,101,2014-02-01,33,4,12,14
"8917",3577,101,2014-03-01,4,33,12,14
"8918",3577,101,2014-04-01,8,4,12,14
"8919",3577,101,2014-05-01,34,8,12,14
"8921",3579,101,2014-02-01,1,10,14,14
"8922",3579,101,2014-03-01,11,1,14,14
"8923",3579,101,2014-04-01,2,11,14,14
"8924",3579,101,2014-05-01,1,2,14,14
"8925",3579,101,2014-06-01,9,1,14,14
"8926",3579,101,2014-07-01,3,9,14,14
"8927",3579,101,2014-08-01,1,3,14,14
"8928",3579,101,2014-09-01,2,1,14,14
"8929",3579,101,2014-10-01,1,2,14,14
"8930",3583,101,2013-11-01,3,7,14,16
