"","user_pk","domain_numeric","calendar_month","ncases_touched","prev_ncases_touched","active_months","months_on_cc"
"7523",2421,73,2013-10-01,1,1,6,6
"7524",2423,73,2014-06-01,1,1,6,6
"7525",2424,73,2013-10-01,1,1,7,7
"7526",2424,73,2013-11-01,1,1,7,7
"7527",2426,73,2013-10-01,1,1,7,7
"7528",2426,73,2013-11-01,1,1,7,7
"7529",2427,73,2013-06-01,1,1,7,7
"7530",2427,73,2013-07-01,1,1,7,7
"7531",2428,73,2013-06-01,1,1,6,6
"7532",2429,73,2013-07-01,1,1,7,7
"7533",2429,73,2013-08-01,1,1,7,7
"7534",2430,73,2013-06-01,1,1,7,7
"7535",2430,73,2013-07-01,1,1,7,7
"7536",2431,73,2013-06-01,1,1,7,7
"7537",2431,73,2013-07-01,1,1,7,7
"7538",2432,73,2013-01-01,1,1,6,6
"7539",2434,73,2014-03-01,1,1,7,7
"7540",2434,73,2014-04-01,1,1,7,7
"7541",2437,73,2013-01-01,1,1,7,7
"7542",2437,73,2013-02-01,1,1,7,7
"7543",2438,73,2013-07-01,1,1,7,7
"7544",2438,73,2013-08-01,1,1,7,7
"7545",2439,73,2013-09-01,1,1,6,6
"7546",2441,73,2013-06-01,1,1,7,8
"7548",2443,73,2013-06-01,1,1,6,6
"7549",2444,73,2014-03-01,1,1,7,7
"7550",2444,73,2014-04-01,1,1,7,7
"7551",2445,73,2013-06-01,1,1,7,7
"7552",2445,73,2013-07-01,1,1,7,7
"7553",2446,73,2013-06-01,1,1,7,7
"7554",2446,73,2013-07-01,1,1,7,7
"7555",2447,73,2013-09-01,1,1,7,7
"7556",2447,73,2013-10-01,1,1,7,7
"7557",2448,73,2014-04-01,1,1,7,7
"7558",2448,73,2014-05-01,1,1,7,7
"7559",2449,73,2013-10-01,1,1,7,7
"7560",2449,73,2013-11-01,1,1,7,7
"7561",2450,73,2013-06-01,1,1,7,7
"7562",2450,73,2013-07-01,1,1,7,7
"7563",2451,73,2013-07-01,1,1,6,6
"7564",2452,73,2013-01-01,1,1,7,7
"7565",2452,73,2013-02-01,1,1,7,7
"7569",2456,73,2014-02-01,1,1,6,6
"7570",2457,73,2014-01-01,1,1,7,7
"7571",2457,73,2014-02-01,1,1,7,7
"7572",2887,61,2012-07-01,5,12,14,14
"7573",2887,61,2012-08-01,16,5,14,14
"7574",2887,61,2012-09-01,22,16,14,14
"7575",2887,61,2012-10-01,22,22,14,14
"7576",2887,61,2012-11-01,21,22,14,14
"7577",2887,61,2012-12-01,21,21,14,14
"7578",2887,61,2013-01-01,21,21,14,14
"7579",2887,61,2013-02-01,13,21,14,14
"7580",2887,61,2013-03-01,5,13,14,14
"7581",2895,61,2013-07-01,6,25,8,13
"7583",2895,61,2014-02-01,4,1,8,13
"7584",2896,61,2013-07-01,7,5,13,17
"7585",2896,61,2013-08-01,2,7,13,17
"7586",2896,61,2013-09-01,13,2,13,17
"7587",2896,61,2013-10-01,1,13,13,17
"7588",2896,61,2013-11-01,3,1,13,17
"7589",2896,61,2013-12-01,6,3,13,17
"7592",2904,61,2013-04-01,44,24,16,19
"7593",2904,61,2013-05-01,52,44,16,19
"7594",2904,61,2013-06-01,69,52,16,19
"7595",2904,61,2013-07-01,33,69,16,19
"7596",2904,61,2013-08-01,22,33,16,19
"7597",2904,61,2013-09-01,11,22,16,19
"7598",2904,61,2013-10-01,6,11,16,19
"7600",2904,61,2014-02-01,8,9,16,19
"7601",2904,61,2014-03-01,18,8,16,19
"7602",2904,61,2014-04-01,19,18,16,19
"7603",2904,61,2014-05-01,24,19,16,19
"7604",2905,61,2013-07-01,15,13,15,19
"7605",2905,61,2013-08-01,12,15,15,19
"7607",2905,61,2014-02-01,8,4,15,19
"7608",2905,61,2014-03-01,1,8,15,19
"7609",2905,61,2014-04-01,9,1,15,19
"7610",2905,61,2014-05-01,12,9,15,19
"7611",2905,61,2014-06-01,2,12,15,19
"7612",2905,61,2014-07-01,4,2,15,19
"7613",2905,61,2014-08-01,13,4,15,19
"7614",2907,61,2013-07-01,40,3,8,15
"7615",2907,61,2013-08-01,5,40,8,15
"7617",2910,61,2013-07-01,6,19,8,18
"7620",2911,61,2013-04-01,17,9,7,9
"7621",2911,61,2013-05-01,15,17,7,9
"7624",2913,61,2012-10-01,4,8,8,11
"7625",2913,61,2012-11-01,8,4,8,11
"7626",2918,61,2012-10-01,4,3,10,10
"7627",2918,61,2012-11-01,8,4,10,10
"7628",2918,61,2012-12-01,1,8,10,10
"7629",2918,61,2013-01-01,1,1,10,10
"7630",2918,61,2013-02-01,3,1,10,10
"7631",2920,61,2013-05-01,23,22,7,9
"7632",2920,61,2013-06-01,11,23,7,9
"7633",2920,61,2013-07-01,13,11,7,9
"7634",2920,61,2013-08-01,10,13,7,9
"7635",2926,61,2013-07-01,3,4,7,7
"7636",2926,61,2013-08-01,2,3,7,7
"7637",2927,61,2013-08-01,12,3,7,7
"7638",2927,61,2013-09-01,6,12,7,7
"7639",2933,61,2013-07-01,5,6,7,18
"7641",2935,61,2013-07-01,3,6,9,19
"7642",2935,61,2013-08-01,1,3,9,19
"7643",2935,61,2013-09-01,4,1,9,19
"7645",2938,61,2012-10-01,3,3,7,7
"7646",2938,61,2012-11-01,10,3,7,7
"7647",2939,61,2013-07-01,11,10,6,6
"7648",2950,84,2014-03-01,1,38,7,13
"7651",2950,84,2014-09-01,2,2,7,13
"7652",2950,84,2014-10-01,1,2,7,13
"7653",2954,84,2014-04-01,29,48,6,6
"7654",2958,84,2014-03-01,51,13,6,6
"7655",2962,103,2014-08-01,8,2,6,7
"7656",2962,103,2014-09-01,4,8,6,7
"7657",2964,103,2014-08-01,5,5,8,8
"7658",2964,103,2014-09-01,3,5,8,8
"7659",2964,103,2014-10-01,3,3,8,8
"7660",2967,103,2014-08-01,2,1,6,6
"7662",2974,103,2014-10-01,2,2,6,7
"7663",2976,103,2014-08-01,2,4,7,8
"7664",2976,103,2014-09-01,1,2,7,8
"7665",2976,103,2014-10-01,2,1,7,8
"7666",3076,85,2014-10-01,2,3,6,6
"7667",3152,85,2014-10-01,3,2,6,6
"7668",3233,90,2013-10-01,28,25,9,11
"7670",3233,90,2014-02-01,5,1,9,11
"7671",3233,90,2014-03-01,2,5,9,11
"7672",3235,90,2013-10-01,28,15,11,14
"7674",3235,90,2014-01-01,8,32,11,14
"7675",3235,90,2014-02-01,9,8,11,14
"7678",3236,90,2013-10-01,34,13,11,11
"7679",3236,90,2013-11-01,6,34,11,11
"7680",3236,90,2013-12-01,26,6,11,11
"7681",3236,90,2014-01-01,17,26,11,11
"7682",3236,90,2014-02-01,19,17,11,11
"7683",3236,90,2014-03-01,8,19,11,11
"7684",3238,90,2013-10-01,33,23,13,13
"7685",3238,90,2013-11-01,33,33,13,13
"7686",3238,90,2013-12-01,59,33,13,13
"7687",3238,90,2014-01-01,18,59,13,13
"7688",3238,90,2014-02-01,2,18,13,13
"7689",3238,90,2014-03-01,4,2,13,13
"7690",3238,90,2014-04-01,1,4,13,13
"7691",3238,90,2014-05-01,2,1,13,13
"7693",3243,107,2014-05-01,57,40,8,34
"7694",3243,107,2014-06-01,63,57,8,34
"7695",3243,107,2014-07-01,49,63,8,34
"7696",3243,107,2014-08-01,31,49,8,34
"7697",3243,107,2014-09-01,54,31,8,34
"7698",3243,107,2014-10-01,26,54,8,34
"7699",3255,76,2014-01-01,8,20,14,15
"7700",3255,76,2014-02-01,3,8,14,15
"7702",3255,76,2014-05-01,15,1,14,15
"7703",3255,76,2014-06-01,30,15,14,15
"7704",3255,76,2014-07-01,31,30,14,15
"7705",3255,76,2014-08-01,37,31,14,15
"7706",3255,76,2014-09-01,14,37,14,15
"7707",3255,76,2014-10-01,4,14,14,15
"7708",3256,76,2014-04-01,17,37,11,12
"7709",3256,76,2014-05-01,25,17,11,12
"7710",3256,76,2014-06-01,19,25,11,12
"7711",3256,76,2014-07-01,13,19,11,12
"7713",3256,76,2014-10-01,6,13,11,12
"7716",3257,76,2014-04-01,9,14,11,35
"7717",3257,76,2014-05-01,15,9,11,35
"7718",3257,76,2014-06-01,5,15,11,35
"7719",3257,76,2014-07-01,7,5,11,35
"7720",3257,76,2014-08-01,2,7,11,35
"7721",3257,76,2014-09-01,1,2,11,35
"7722",3257,76,2014-10-01,15,1,11,35
"7723",3261,76,2014-04-01,29,4,10,12
"7724",3261,76,2014-05-01,17,29,10,12
"7725",3261,76,2014-06-01,16,17,10,12
"7726",3261,76,2014-07-01,43,16,10,12
"7727",3261,76,2014-08-01,30,43,10,12
"7728",3261,76,2014-09-01,24,30,10,12
"7729",3261,76,2014-10-01,27,24,10,12
"7732",3262,76,2014-03-01,12,8,12,35
"7733",3262,76,2014-04-01,58,12,12,35
"7734",3262,76,2014-05-01,54,58,12,35
"7735",3262,76,2014-06-01,28,54,12,35
"7736",3262,76,2014-07-01,38,28,12,35
"7737",3262,76,2014-08-01,25,38,12,35
"7738",3262,76,2014-09-01,18,25,12,35
"7739",3262,76,2014-10-01,16,18,12,35
"7740",3263,76,2014-06-01,20,27,10,10
"7741",3263,76,2014-07-01,24,20,10,10
"7742",3263,76,2014-08-01,35,24,10,10
"7743",3263,76,2014-09-01,33,35,10,10
"7744",3263,76,2014-10-01,32,33,10,10
"7746",3264,76,2014-07-01,8,18,6,12
"7748",3267,76,2014-04-01,2,3,13,14
"7749",3267,76,2014-05-01,62,2,13,14
"7750",3267,76,2014-06-01,21,62,13,14
"7751",3267,76,2014-07-01,5,21,13,14
"7752",3267,76,2014-08-01,13,5,13,14
"7753",3267,76,2014-09-01,11,13,13,14
"7754",3267,76,2014-10-01,16,11,13,14
"7756",3268,76,2014-04-01,10,45,10,15
"7757",3268,76,2014-05-01,11,10,10,15
"7759",3268,76,2014-08-01,1,6,10,15
"7760",3268,76,2014-09-01,2,1,10,15
"7761",3268,76,2014-10-01,1,2,10,15
"7763",3269,76,2014-06-01,32,29,9,12
"7764",3269,76,2014-07-01,25,32,9,12
"7765",3269,76,2014-08-01,10,25,9,12
"7766",3269,76,2014-09-01,8,10,9,12
"7767",3269,76,2014-10-01,19,8,9,12
"7768",3270,76,2014-09-01,19,7,7,7
"7769",3270,76,2014-10-01,22,19,7,7
"7772",3272,76,2014-03-01,98,44,11,34
"7773",3272,76,2014-04-01,37,98,11,34
"7774",3272,76,2014-05-01,32,37,11,34
"7775",3272,76,2014-06-01,24,32,11,34
"7776",3272,76,2014-07-01,24,24,11,34
"7777",3272,76,2014-08-01,10,24,11,34
"7778",3272,76,2014-09-01,13,10,11,34
"7779",3272,76,2014-10-01,27,13,11,34
"7780",3273,76,2014-01-01,36,30,15,15
"7781",3273,76,2014-02-01,15,36,15,15
"7782",3273,76,2014-03-01,23,15,15,15
"7783",3273,76,2014-04-01,18,23,15,15
"7784",3273,76,2014-05-01,16,18,15,15
"7785",3273,76,2014-06-01,17,16,15,15
"7786",3273,76,2014-07-01,3,17,15,15
"7787",3273,76,2014-08-01,11,3,15,15
"7788",3273,76,2014-09-01,30,11,15,15
"7789",3273,76,2014-10-01,28,30,15,15
"7790",3276,76,2014-06-01,10,3,8,10
"7791",3276,76,2014-07-01,9,10,8,10
"7792",3276,76,2014-08-01,2,9,8,10
"7795",3277,76,2014-06-01,7,5,6,12
"7797",3277,76,2014-10-01,5,1,6,12
"7798",3278,76,2014-01-01,61,62,12,15
"7799",3278,76,2014-02-01,5,61,12,15
"7800",3278,76,2014-03-01,21,5,12,15
"7801",3278,76,2014-04-01,12,21,12,15
"7802",3278,76,2014-05-01,12,12,12,15
"7804",3278,76,2014-09-01,6,10,12,15
"7805",3278,76,2014-10-01,21,6,12,15
"7806",3279,76,2014-01-01,13,52,13,15
"7808",3279,76,2014-04-01,42,52,13,15
"7809",3279,76,2014-05-01,13,42,13,15
"7810",3279,76,2014-06-01,53,13,13,15
"7811",3279,76,2014-07-01,52,53,13,15
"7812",3279,76,2014-08-01,28,52,13,15
"7813",3279,76,2014-09-01,3,28,13,15
"7814",3279,76,2014-10-01,12,3,13,15
"7815",3280,76,2014-09-01,3,12,7,7
"7816",3280,76,2014-10-01,3,3,7,7
"7817",3283,76,2014-04-01,62,35,12,13
"7818",3283,76,2014-05-01,48,62,12,13
"7819",3283,76,2014-06-01,34,48,12,13
"7820",3283,76,2014-07-01,39,34,12,13
"7821",3283,76,2014-08-01,11,39,12,13
"7822",3283,76,2014-09-01,29,11,12,13
"7823",3283,76,2014-10-01,39,29,12,13
"7825",3284,76,2014-05-01,29,23,6,14
"7826",3284,76,2014-06-01,23,29,6,14
"7827",3284,76,2014-07-01,30,23,6,14
"7828",3285,76,2014-04-01,24,10,10,12
"7829",3285,76,2014-05-01,6,24,10,12
"7830",3285,76,2014-06-01,15,6,10,12
"7831",3285,76,2014-07-01,12,15,10,12
"7832",3285,76,2014-08-01,1,12,10,12
"7833",3285,76,2014-09-01,2,1,10,12
"7834",3285,76,2014-10-01,8,2,10,12
"7836",3286,76,2014-04-01,1,8,6,9
"7839",3287,76,2014-06-01,13,8,10,15
"7840",3287,76,2014-07-01,7,13,10,15
"7842",3287,76,2014-10-01,18,18,10,15
"7843",3288,76,2014-04-01,21,16,10,12
"7844",3288,76,2014-05-01,18,21,10,12
"7845",3288,76,2014-06-01,19,18,10,12
"7846",3288,76,2014-07-01,4,19,10,12
"7847",3288,76,2014-08-01,49,4,10,12
"7848",3288,76,2014-09-01,56,49,10,12
"7849",3288,76,2014-10-01,43,56,10,12
"7850",3290,76,2014-01-01,44,22,15,16
"7851",3290,76,2014-02-01,28,44,15,16
"7852",3290,76,2014-03-01,24,28,15,16
"7853",3290,76,2014-04-01,18,24,15,16
"7854",3290,76,2014-05-01,7,18,15,16
"7855",3290,76,2014-06-01,13,7,15,16
"7856",3290,76,2014-07-01,24,13,15,16
"7857",3290,76,2014-08-01,4,24,15,16
"7858",3290,76,2014-09-01,20,4,15,16
"7859",3290,76,2014-10-01,13,20,15,16
"7861",3292,76,2013-09-01,13,10,13,19
"7862",3292,76,2013-10-01,31,13,13,19
"7863",3292,76,2013-11-01,60,31,13,19
"7864",3292,76,2013-12-01,11,60,13,19
"7865",3292,76,2014-01-01,23,11,13,19
"7866",3292,76,2014-02-01,8,23,13,19
"7867",3292,76,2014-03-01,44,8,13,19
"7868",3292,76,2014-04-01,21,44,13,19
"7869",3292,76,2014-05-01,22,21,13,19
"7870",3292,76,2014-06-01,3,22,13,19
"7873",3293,76,2013-12-01,1,1,6,32
"7875",3293,76,2014-07-01,48,75,6,32
"7876",3293,76,2014-08-01,41,48,6,32
"7877",3295,76,2014-01-01,66,57,15,15
"7878",3295,76,2014-02-01,22,66,15,15
"7879",3295,76,2014-03-01,35,22,15,15
"7880",3295,76,2014-04-01,62,35,15,15
"7881",3295,76,2014-05-01,51,62,15,15
"7882",3295,76,2014-06-01,51,51,15,15
"7883",3295,76,2014-07-01,54,51,15,15
"7884",3295,76,2014-08-01,56,54,15,15
"7885",3295,76,2014-09-01,56,56,15,15
"7886",3295,76,2014-10-01,53,56,15,15
"7887",3296,76,2014-04-01,19,64,9,12
"7888",3296,76,2014-05-01,40,19,9,12
"7889",3296,76,2014-06-01,21,40,9,12
"7890",3296,76,2014-07-01,21,21,9,12
"7891",3296,76,2014-08-01,4,21,9,12
"7892",3296,76,2014-09-01,18,4,9,12
"7893",3296,76,2014-10-01,14,18,9,12
"7894",3297,76,2013-10-01,52,11,10,13
"7895",3297,76,2013-11-01,68,52,10,13
"7896",3297,76,2013-12-01,65,68,10,13
"7897",3297,76,2014-01-01,61,65,10,13
"7898",3297,76,2014-02-01,59,61,10,13
"7899",3297,76,2014-03-01,17,59,10,13
"7900",3297,76,2014-04-01,55,17,10,13
"7901",3297,76,2014-05-01,32,55,10,13
"7902",3298,76,2014-01-01,4,13,6,6
"7903",3300,76,2014-09-01,35,29,7,7
"7904",3300,76,2014-10-01,38,35,7,7
"7906",3302,76,2013-12-01,4,11,9,33
"7908",3302,76,2014-03-01,6,4,9,33
"7909",3302,76,2014-04-01,23,6,9,33
"7910",3302,76,2014-05-01,8,23,9,33
"7912",3302,76,2014-09-01,6,34,9,33
"7915",3303,76,2014-06-01,3,2,7,14
"7917",3306,76,2014-04-01,1,6,10,12
"7918",3306,76,2014-05-01,16,1,10,12
"7919",3306,76,2014-06-01,31,16,10,12
"7920",3306,76,2014-07-01,28,31,10,12
"7921",3306,76,2014-08-01,19,28,10,12
"7922",3306,76,2014-09-01,35,19,10,12
"7923",3306,76,2014-10-01,45,35,10,12
"7925",3307,76,2014-05-01,10,2,7,12
"7926",3307,76,2014-06-01,12,10,7,12
"7928",3307,76,2014-09-01,7,3,7,12
"7929",3307,76,2014-10-01,2,7,7,12
"7932",3308,76,2014-06-01,10,2,8,13
"7933",3308,76,2014-07-01,2,10,8,13
"7934",3308,76,2014-08-01,6,2,8,13
"7935",3308,76,2014-09-01,6,6,8,13
"7936",3308,76,2014-10-01,10,6,8,13
"7939",3311,76,2014-02-01,30,16,12,34
"7940",3311,76,2014-03-01,9,30,12,34
"7941",3311,76,2014-04-01,13,9,12,34
"7942",3311,76,2014-05-01,29,13,12,34
"7943",3311,76,2014-06-01,34,29,12,34
"7944",3311,76,2014-07-01,48,34,12,34
"7945",3311,76,2014-08-01,22,48,12,34
"7946",3311,76,2014-09-01,29,22,12,34
"7947",3311,76,2014-10-01,7,29,12,34
"7948",3312,76,2014-01-01,10,5,13,15
"7950",3312,76,2014-04-01,1,1,13,15
"7951",3312,76,2014-05-01,2,1,13,15
"7952",3312,76,2014-06-01,6,2,13,15
"7953",3312,76,2014-07-01,1,6,13,15
"7954",3312,76,2014-08-01,3,1,13,15
"7955",3312,76,2014-09-01,3,3,13,15
"7956",3312,76,2014-10-01,1,3,13,15
"7958",3314,76,2014-05-01,23,35,8,13
"7959",3314,76,2014-06-01,27,23,8,13
"7960",3314,76,2014-07-01,11,27,8,13
"7961",3314,76,2014-08-01,21,11,8,13
"7962",3314,76,2014-09-01,26,21,8,13
"7963",3314,76,2014-10-01,9,26,8,13
"7964",3316,76,2013-03-01,4,3,8,9
"7965",3316,76,2013-04-01,12,4,8,9
"7966",3316,76,2013-05-01,5,12,8,9
"7967",3316,76,2013-06-01,2,5,8,9
"7968",3318,76,2014-01-01,39,26,8,12
"7970",3318,76,2014-04-01,19,34,8,12
"7973",3319,76,2014-05-01,14,2,9,35
"7974",3319,76,2014-06-01,3,14,9,35
"7975",3319,76,2014-07-01,5,3,9,35
"7976",3319,76,2014-08-01,5,5,9,35
"7977",3319,76,2014-09-01,9,5,9,35
"7978",3319,76,2014-10-01,7,9,9,35
"7979",3320,76,2014-04-01,23,38,9,12
"7980",3320,76,2014-05-01,8,23,9,12
"7981",3320,76,2014-06-01,15,8,9,12
"7983",3320,76,2014-09-01,2,19,9,12
"7984",3320,76,2014-10-01,36,2,9,12
"7986",3321,76,2013-11-01,1,11,9,34
"7987",3321,76,2013-12-01,4,1,9,34
"7990",3321,76,2014-08-01,17,14,9,34
"7991",3321,76,2014-09-01,16,17,9,34
"7992",3321,76,2014-10-01,15,16,9,34
"7995",3322,76,2014-03-01,20,1,11,34
"7996",3322,76,2014-04-01,25,20,11,34
"7997",3322,76,2014-05-01,5,25,11,34
"7998",3322,76,2014-06-01,7,5,11,34
"7999",3322,76,2014-07-01,14,7,11,34
"8000",3322,76,2014-08-01,12,14,11,34
"8001",3322,76,2014-09-01,14,12,11,34
"8002",3322,76,2014-10-01,14,14,11,34
"8003",3325,76,2014-01-01,46,50,14,15
"8004",3325,76,2014-02-01,12,46,14,15
"8005",3325,76,2014-03-01,22,12,14,15
"8006",3325,76,2014-04-01,20,22,14,15
"8007",3325,76,2014-05-01,14,20,14,15
"8008",3325,76,2014-06-01,9,14,14,15
"8009",3325,76,2014-07-01,5,9,14,15
"8010",3325,76,2014-08-01,9,5,14,15
"8011",3325,76,2014-09-01,3,9,14,15
"8012",3325,76,2014-10-01,10,3,14,15
"8015",3327,76,2014-03-01,51,34,12,35
"8016",3327,76,2014-04-01,18,51,12,35
"8017",3327,76,2014-05-01,7,18,12,35
"8018",3327,76,2014-06-01,6,7,12,35
"8019",3327,76,2014-07-01,10,6,12,35
"8020",3327,76,2014-08-01,18,10,12,35
"8021",3327,76,2014-09-01,11,18,12,35
"8022",3327,76,2014-10-01,13,11,12,35
"8024",3328,76,2014-05-01,26,13,10,12
"8025",3328,76,2014-06-01,32,26,10,12
"8026",3328,76,2014-07-01,18,32,10,12
"8027",3328,76,2014-08-01,15,18,10,12
"8028",3328,76,2014-09-01,31,15,10,12
"8029",3328,76,2014-10-01,5,31,10,12
"8031",3329,76,2014-06-01,6,25,7,15
"8032",3329,76,2014-07-01,35,6,7,15
"8033",3329,76,2014-08-01,51,35,7,15
"8034",3329,76,2014-09-01,1,51,7,15
"8035",3329,76,2014-10-01,6,1,7,15
"8036",3331,76,2014-04-01,5,20,11,12
"8037",3331,76,2014-05-01,9,5,11,12
"8039",3331,76,2014-08-01,2,2,11,12
"8040",3331,76,2014-09-01,8,2,11,12
"8041",3331,76,2014-10-01,11,8,11,12
"8042",3333,76,2014-04-01,6,14,9,11
"8043",3333,76,2014-05-01,13,6,9,11
"8044",3333,76,2014-06-01,14,13,9,11
"8046",3333,76,2014-09-01,25,4,9,11
"8047",3334,76,2014-01-01,90,47,9,12
"8048",3334,76,2014-02-01,37,90,9,12
"8049",3334,76,2014-03-01,66,37,9,12
"8050",3334,76,2014-04-01,37,66,9,12
"8051",3334,76,2014-05-01,7,37,9,12
"8052",3334,76,2014-06-01,11,7,9,12
"8053",3334,76,2014-07-01,38,11,9,12
"8054",3336,76,2014-01-01,31,17,13,15
"8055",3336,76,2014-02-01,6,31,13,15
"8056",3336,76,2014-03-01,42,6,13,15
"8057",3336,76,2014-04-01,12,42,13,15
"8058",3336,76,2014-05-01,6,12,13,15
"8059",3336,76,2014-06-01,6,6,13,15
"8060",3336,76,2014-07-01,14,6,13,15
"8061",3336,76,2014-08-01,8,14,13,15
"8062",3336,76,2014-09-01,14,8,13,15
"8063",3336,76,2014-10-01,24,14,13,15
"8064",3341,76,2014-01-01,64,37,15,15
"8065",3341,76,2014-02-01,38,64,15,15
"8066",3341,76,2014-03-01,99,38,15,15
"8067",3341,76,2014-04-01,44,99,15,15
"8068",3341,76,2014-05-01,8,44,15,15
"8069",3341,76,2014-06-01,31,8,15,15
"8070",3341,76,2014-07-01,41,31,15,15
"8071",3341,76,2014-08-01,40,41,15,15
"8072",3341,76,2014-09-01,25,40,15,15
"8073",3341,76,2014-10-01,39,25,15,15
"8074",3343,76,2014-08-01,21,2,7,8
"8076",3344,76,2014-04-01,2,11,11,12
"8077",3344,76,2014-05-01,16,2,11,12
"8078",3344,76,2014-06-01,8,16,11,12
"8079",3344,76,2014-07-01,3,8,11,12
"8080",3344,76,2014-08-01,9,3,11,12
"8081",3344,76,2014-09-01,5,9,11,12
"8082",3344,76,2014-10-01,8,5,11,12
"8085",3346,76,2014-04-01,4,8,9,34
"8087",3346,76,2014-07-01,6,12,9,34
"8088",3346,76,2014-08-01,4,6,9,34
"8089",3346,76,2014-09-01,4,4,9,34
"8090",3346,76,2014-10-01,2,4,9,34
"8091",3347,76,2014-01-01,3,22,10,13
"8092",3347,76,2014-02-01,28,3,10,13
"8093",3347,76,2014-03-01,18,28,10,13
"8094",3347,76,2014-04-01,8,18,10,13
"8096",3349,76,2014-09-01,2,18,6,6
"8098",3351,76,2014-05-01,19,8,8,13
"8099",3351,76,2014-06-01,6,19,8,13
"8100",3351,76,2014-07-01,3,6,8,13
"8101",3351,76,2014-08-01,1,3,8,13
"8102",3351,76,2014-09-01,6,1,8,13
"8103",3351,76,2014-10-01,4,6,8,13
"8105",3352,76,2013-12-01,4,11,12,35
"8107",3352,76,2014-03-01,8,48,12,35
"8108",3352,76,2014-04-01,13,8,12,35
"8109",3352,76,2014-05-01,16,13,12,35
"8110",3352,76,2014-06-01,9,16,12,35
"8111",3352,76,2014-07-01,25,9,12,35
"8113",3352,76,2014-10-01,54,6,12,35
"8115",3354,76,2014-03-01,57,23,9,15
"8116",3354,76,2014-04-01,25,57,9,15
"8117",3354,76,2014-05-01,15,25,9,15
"8118",3354,76,2014-06-01,15,15,9,15
"8119",3354,76,2014-07-01,12,15,9,15
"8121",3354,76,2014-10-01,3,7,9,15
"8122",3355,76,2014-09-01,11,8,8,8
"8123",3355,76,2014-10-01,2,11,8,8
"8124",3356,76,2014-01-01,20,5,14,15
"8125",3356,76,2014-02-01,12,20,14,15
"8126",3356,76,2014-03-01,16,12,14,15
"8127",3356,76,2014-04-01,5,16,14,15
"8128",3356,76,2014-05-01,6,5,14,15
"8129",3356,76,2014-06-01,9,6,14,15
"8130",3356,76,2014-07-01,2,9,14,15
"8131",3356,76,2014-08-01,7,2,14,15
"8132",3356,76,2014-09-01,24,7,14,15
"8133",3356,76,2014-10-01,23,24,14,15
"8134",3357,76,2014-01-01,27,64,14,15
"8135",3357,76,2014-02-01,7,27,14,15
"8136",3357,76,2014-03-01,33,7,14,15
"8137",3357,76,2014-04-01,16,33,14,15
"8138",3357,76,2014-05-01,19,16,14,15
"8139",3357,76,2014-06-01,11,19,14,15
"8140",3357,76,2014-07-01,10,11,14,15
"8141",3357,76,2014-08-01,8,10,14,15
"8142",3357,76,2014-09-01,4,8,14,15
"8143",3357,76,2014-10-01,10,4,14,15
"8144",3358,76,2014-01-01,3,17,10,15
"8146",3358,76,2014-04-01,4,5,10,15
"8147",3358,76,2014-05-01,2,4,10,15
"8149",3358,76,2014-09-01,4,6,10,15
"8150",3358,76,2014-10-01,4,4,10,15
"8152",3359,76,2014-05-01,16,12,8,34
"8153",3359,76,2014-06-01,2,16,8,34
"8154",3359,76,2014-07-01,9,2,8,34
"8155",3359,76,2014-08-01,11,9,8,34
"8156",3359,76,2014-09-01,7,11,8,34
"8157",3359,76,2014-10-01,13,7,8,34
"8159",3360,76,2014-05-01,47,29,10,12
"8160",3360,76,2014-06-01,36,47,10,12
"8161",3360,76,2014-07-01,24,36,10,12
"8162",3360,76,2014-08-01,37,24,10,12
"8163",3360,76,2014-09-01,15,37,10,12
"8164",3360,76,2014-10-01,22,15,10,12
"8165",3362,76,2014-01-01,16,73,11,15
"8167",3362,76,2014-04-01,3,37,11,15
"8168",3362,76,2014-05-01,13,3,11,15
"8169",3362,76,2014-06-01,13,13,11,15
"8170",3362,76,2014-07-01,16,13,11,15
"8173",3365,76,2014-05-01,29,15,10,12
"8174",3365,76,2014-06-01,53,29,10,12
"8175",3365,76,2014-07-01,7,53,10,12
"8176",3365,76,2014-08-01,3,7,10,12
"8177",3365,76,2014-09-01,31,3,10,12
"8178",3365,76,2014-10-01,2,31,10,12
"8179",3368,76,2014-04-01,43,55,11,12
"8180",3368,76,2014-05-01,31,43,11,12
"8181",3368,76,2014-06-01,22,31,11,12
"8182",3368,76,2014-07-01,7,22,11,12
"8183",3368,76,2014-08-01,2,7,11,12
"8184",3368,76,2014-09-01,43,2,11,12
"8185",3368,76,2014-10-01,1,43,11,12
"8186",3370,76,2014-03-01,30,11,8,8
"8187",3370,76,2014-04-01,13,30,8,8
"8188",3370,76,2014-05-01,5,13,8,8
"8190",3371,76,2014-02-01,6,5,10,13
"8191",3371,76,2014-03-01,9,6,10,13
"8192",3371,76,2014-04-01,3,9,10,13
"8193",3371,76,2014-05-01,2,3,10,13
"8196",3373,76,2014-10-01,2,16,7,8
"8198",3376,76,2014-04-01,36,39,6,10
"8199",3376,76,2014-05-01,49,36,6,10
"8200",3376,76,2014-06-01,17,49,6,10
"8201",3376,76,2014-07-01,10,17,6,10
"8202",3377,76,2014-04-01,47,34,12,12
"8203",3377,76,2014-05-01,46,47,12,12
"8204",3377,76,2014-06-01,15,46,12,12
"8205",3377,76,2014-07-01,4,15,12,12
